	label	int_0	int_1	int_2	int_3	int_4	int_5	int_6	int_7	int_8	int_9	int_10	int_11	int_12	cat_0	cat_1	cat_2	cat_3	cat_4	cat_5	cat_6	cat_7	cat_8	cat_9	cat_10	cat_11	cat_12	cat_13	cat_14	cat_15	cat_16	cat_17	cat_18	cat_19	cat_20	cat_21	cat_22	cat_23	cat_24	cat_25
334	0		1703.0	10.0	0.0	19.0	8.0	0.0	663	13	1.0	8.0	11.0	0.0	643552950	3219789740	3568507446	4064690171	3338408147	1875733963	779371347	59654189	1189011366	2157948845	2740835198	2714061634	2809809494		2752408325			3088518074	2501034507	188152949	1453566865	487236310		1239630618	4284827650	751740247
335	0	33.0	225.0	27.0		4.0	0.0	0.0	65	1	0.0	1.0	2851.0	27.0	2912479346	3467021523	3736279832	4064690171	3338408147	1875733963	1276699015	3224853267	776897055	1658458595	344410230	512821192	2809809494	3192841527	4257866757	1289502458	3523761834	3656866047	3430579509	359448199	2533089687	357969245	3554636163	4236746979	809724924	3787349746
336	0	13.0	2804.0	11.0	680.0	66.0	0.0	0.0	34	3	0.0	20.0	3754.0	11.0	2912479346	3848878062	2622375695	4064690171	461974397	1875733963	477865034	101426753	502653268	1658458595	344410230	1517291109	649792258	3192841527	1305222212	1289502458	3523761834	2716538129	3430579509	359448199	2533089687	357969245	3554636163	60300500	2568167914	3787349746
337	1	2.0	388.0	0.0		2.0	0.0	0.0	2707	1	0.0	1.0	2088.0	1.0	1992387520	120330131	27313671	344202434	3248109064	1875733963	2818232905	1728948636	2096006227	1418683681	2214409913	1248242550	2809809494	1377673163	1923088551	856464702	3523761834	2716538129	2501034507	3368525696	3982130484	1614520560	3770954195	384218263	809724924	3075991895
338	0		523.0			3.0			1	14		3.0	3814.0		2318081603	2087014862	1560001245	2675355542	4064900974	1875733963	1712205365	2556181133	3797568529	823676477	4198992553	4155181529	3212366036		2817747414			3088518074	2501034507	2149905503	109296751	4202613356		1294338402	2568167914	3977271069
339	0	49.0	926.0	4.0		17.0	0.0	0.0	100	27	0.0	7.0	577.0	4.0	2912479346	3467021523	3222840491	2636441832	1341634077	1875733963	4241611650	3224853267	502653268	1658458595	344410230	3945020160	4110171230	3192841527	4257866757	1289502458	3523761834	3088518074	3430579509	359448199	2533089687	357969245	3554636163	1172057793	809724924	3787349746
340	0	48.0	213.0	2.0	26.0		4.0	0.0	7	18	3.0		262.0	23.0	2912479346	1035683902	3285372981	2636441832	2596429036	1875733963	3877777342	1422750306	3797568529	1658458595	344410230	1109214970	2809809494	3192841527	2789010895	1289502458	3523761834	2716538129	3430579509	359448199	2533089687	357969245	3554636163	375373618	2568167914	3787349746
341	0	3.0	52.0	2.0		1.0	0.0	0.0	102	0	0.0	1.0	3090.0	2.0	2912479346	1035683902	4196400080	437510257	1816788897	1875733963	884985514	1422750306	776897055	1658458595	344410230	309420420	12976055	3192841527	2789010895	1289502458	3523761834	2716538129	3430579509	359448199	2533089687	357969245	3554636163	652343930	4284827650	3787349746
342	0	4.0	351.0	1.0	329.0	98.0	0.0	0.0	7	7	0.0	5.0	21070.0	1.0	4212984400	2545285315	3216927222	3870667502	3338408147	1875733963	3877777342	3700283553	2096006227	3103637337	1965104781	1832914074	2809809494		1656963871			2716538129	328343971	2867007545	3859938147	670834908		375373618	4284827650	3977271069
343	0		59.0		6.0	5.0	0.0	0.0	-1	6	0.0	3.0	1935.0		2256573018	1554622399	2809237498	4064690171	2435621237	1875733963	3112068340	3750983491	776897055	2259698053	609413632	309420420	2809809494		978871096			2716538129	2501034507	2980710324	3395996200	487913565		1293540647	809724924	751740247
344	0	32.0	188.0	7.0		9.0	0.0	0.0	14	0	0.0	3.0	21.0	22.0	2912479346	3467021523	996586208	3337888341	1754435546	1875733963	657578693	3224853267	776897055	1658458595	344410230	557684573	3567170015	3192841527	4257866757	1289502458	3523761834	2716538129	3430579509	359448199	2533089687	357969245	3554636163	281505324	809724924	3787349746
345	0	75.0	66.0	1.0	68.0	4.0	0.0	0.0	3	2	0.0	1.0	6225.0	1.0		1895891965	1873417685	946620910	3338408147	1875733963	2870406529	167288989	776897055			990503473	1079812376	1377673163	721959830	282933060	1966974451	3088518074	2501034507				2952363263	1966410890	4284827650	3075991895
346	1	3.0							46	0			1441.0		115665752	1402174507	3670052167	4064690171	3881109069	1875733963	4080427791	863762341	1189011366	3508099779	3096429834	309420420	3766272845	3192841527	3945067909	1289502458	3523761834	3088518074	2501034507	217125883	580446394	3778876535	3757342147	3964287577	4284827650	751740247
347	0	5.0	6.0	5.0	10.0	1.0	0.0	0.0	110	5	0.0	1.0	3019.0	5.0	4291428989	4071903640	3947687988	4122786259	643390530	1875733963	1165119511	2300518299	776897055	2084292133	1116456979	3251346097	1079812376		1140638862			3088518074	164151852	544026361	2635424748	3712007806		1028661779	809724924	3977271069
348	0		597.0		746.0	3.0	0.0	0.0	1	7	0.0	2.0	15723.0		3000138318	662889386	3258244754	4064690171	1246003832	1875733963	3682178026	2673416551	2096006227	2101742553	4198992553	309420420	4110171230		957351813			3088518074	2501034507	2340424280	109296751	369154330		1068220834	809724924	3075991895
349	0	8.0	97.0	5.0	14.0	18.0	0.0	0.0	2	9	0.0	2.0	4864.0	5.0	3967999637	2058609077	3968392596	4064690171	3419970067	1875733963	1520054456	1665184740	635277210	895914902	1719599204	309420420	2809809494		3874288739			3088518074	2501034507	2511037931	426131459	111640041		1384595179	840512973	3075991895
350	0	1.0	394.0			2.0	0.0	0.0	37	0	0.0	1.0	29452.0		2843557979	99980511	707109930	1065741486	320206454	1875733963	20272549	59654189	502653268	2135748363	3238379815	2198628223	3212366036		1836908006			3088518074	2501034507	2758206269	1328613648	241143185		1131188222	809724924	751740247
351	0	24.0	49.0	4.0	131.0	4.0	0.0	0.0	33	0	0.0	1.0	10323.0	4.0	2912479346	1108003845	2683029244	4064690171	320206454	1875733963	1103721655	3759386467	776897055	1658458595	344410230	253495148	2809809494	3192841527	3921236593	1289502458	3523761834	3088518074	3430579509	359448199	2533089687	357969245	3554636163	3876986895	809724924	3787349746
352	0	2.0	1098.0	2.0	3.0	3.0	2.0	0.0	12	3	1.0	2.0	257.0	2.0	4290516353	120330131	3882740732	1696716320	3683201028	1875733963	1176559006	1728948636	776897055	1622067775	2214409913	3782212180	2809809494	1377673163	1923088551	856464702	528467723	3088518074	1427708937	1852335369	3540294357	1345725597	3213626781	3673419310	809724924	3075991895
353	0	1.0		1.0			0.0	0.0	4	4	0.0		4193.0	1.0	2029027026	1604385006	811752506	651346857	1823021519	1875733963	1995486067	59654189	1425822847	2581342556	2160241040	2233125513	2809809494		1969145311			3088518074	277481113	1895206223	3309568774	2176354260		1408764148	863732138	732485511
354	0	17.0	180.0	2.0			0.0	0.0	50	40	0.0		77.0	8.0	2912479346	3467021523	797658532	2584037435	2588889343	1875733963	612686504	3224853267	2096006227	1658458595	344410230	1243939252	12976055	3192841527	4257866757	1289502458	3523761834	1915933207	3430579509	359448199	2533089687	357969245	3554636163	3251209163	809724924	3787349746
355	0	1.0	143.0	1.0	81.0	3.0	0.0	0.0	237	1	0.0	1.0	2111.0	1.0	3126722728	2984433581	774335878	4064690171	3338408147	1875733963	768420089	59654189	2096006227	3679395564	2105025714	315745315	1079812376		2493778663			3088518074	2501034507	1766408716	4016593788	3543325632		2354527556	4284827650	2519208902
356	0	14.0	692.0	14.0		5.0	0.0	0.0	82	0	0.0	2.0	4246.0	14.0	2912479346	1035683902	2534947926	3468862886	4242101912	1875733963	2288971737	1422750306	3772319435	1658458595	344410230	2324039522	2809809494	3192841527	2789010895	1289502458	3523761834	1915933207	3430579509	359448199	2533089687	357969245	3554636163	2159620966	1474520440	3787349746
357	0		41.0	0.0	143.0	1.0	0.0	0.0	0	13	0.0	1.0	3432.0	2.0	2318081603	1067799750	1656669709	3594158950	320206454	1875733963	3052792674	3966805380	776897055	823676477	4198992553	309420420	12976055		498434367			2716538129	2501034507	2149905503	109296751	4202613356		883538181	809724924	3075991895
358	0	9.0		9.0			0.0	0.0	59	0	0.0		1316.0	9.0	2912479346	4022345009	3577767329	344202434	668098686	1875733963	2148231209	1252480859	2096006227	1658458595	344410230	309420420	12976055	3192841527	2169431811	1289502458	3523761834	3088518074	3430579509	359448199	2533089687	357969245	3554636163	1646892160	4284827650	3787349746
359	0		46.0			5.0	0.0	0.0	1	7	0.0	1.0	84.0		2912479346	3467021523	1098801411	4005975690	2423343104	1875733963	1177052191	3224853267	502653268	1658458595	344410230	2704125184	2809809494	3192841527	4257866757	1289502458	3523761834	1915933207	3430579509	359448199	2533089687	357969245	3554636163	2093085390	809724924	3787349746
360	0		102.0		45.0	7.0	0.0	0.0	-1	4	0.0	2.0	17897.0		3771245750	2780933794	2507529737	1743571057	3338408147	1875733963	825347627	98666645	502653268	1845348893	4231881673	284286826	2809809494	1882683010	2331966509	2496412597	528467723	3088518074	2501034507	1877138274	4099399094	2650264832	3057090472	3302405191	809724924	791893372
361	0	1.0	819.0		447.0	23.0	0.0	0.0	1	5	0.0	2.0	13672.0		1386233522	388715187	2683029244	4064690171	1701951532	1875733963	1103721655	3428807880	3797568529	2490990567	2452993495	2968217021	4110171230		2838448281			3088518074	2501034507	3008433516	2864516080	55435340		3876986895	3452117374	3075991895
362	0	1.0	147.0	1.0		3.0	0.0	0.0	0	1	0.0	1.0	30201.0	1.0	3003727405	513611563	380569302	4064690171	1208037050	1875733963	3676425593	3003115699	776897055	2107829625	1459453570	4247950497	3212366036		2286459295			3088518074	2501034507	80971871	1605619452	1389038430		3570833708	2568167914	3075991895
363	0	60.0	2156.0	23.0		82.0	0.0	0.0	65	3	0.0	20.0	479.0	37.0	2912479346	3467021523	2934885383	1743571057	3896799308	1875733963	1983150696	3224853267	776897055	1658458595	344410230	3801014221	649792258	3192841527	4257866757	1289502458	3523761834	3088518074	3430579509	359448199	2533089687	357969245	3554636163	3829618363	2568167914	3787349746
364	0	51.0	894.0	16.0	100.0	15.0	2.0	0.0	163	14	1.0	6.0	868.0	44.0	2912479346	2241009828	1036563295	4064690171	4060518192	1875733963	295303337	2734712930	502653268	1658458595	344410230	2730959125	2809809494	3192841527	736174747	1289502458	3523761834	3088518074	3430579509	359448199	2533089687	357969245	3554636163	2658310055	3579284052	3787349746
365	0		62.0		44.0	1.0	0.0	0.0	658	0	0.0	1.0	4239.0		1069784821	1953376388	3887277041	1573191660	3338408147	1875733963	3877777342	3283805232	776897055	81962705	3825124568	248796929	1079812376		3415833895			2716538129	2501034507	2507840226	3590473994	1433980914		375373618	809724924	3075991895
366	0				0.0		2.0	0.0	0	2	1.0		256.0		2912479346	1035683902	2288211388	525721719	320206454	1875733963	1520151035	1422750306	3797568529	1658458595	344410230	1621939483	2809809494	3192841527	2789010895	1289502458	3523761834	3088518074	3430579509	359448199	2533089687	357969245	3554636163	4207468960	3452117374	3787349746
367	0	24.0	3.0	17.0		1.0	0.0	0.0	30	0	0.0	1.0	3931.0	17.0	2912479346	2331110856	4100995661	1743571057	3338408147	1875733963	1045250959	840975361	2760775405	1658458595	344410230	3837010911	12976055	3192841527	3919426412	1289502458	3523761834	3088518074	3430579509	359448199	2533089687	357969245	3554636163	553020397	2568167914	3787349746
368	0	3.0	103.0	2.0	133.0	1.0	0.0	0.0	0	16	0.0	1.0	4924.0	2.0	2022333787	2564997385	2587486102	1696716320	3338408147	1875733963	1313980457	2791965434	776897055	384571094	4198992553	1930586408	12976055		3738474877			2716538129	2501034507	4014107974	109296751	1854319651		705626725	809724924	3075991895
369	0	12.0	53.0	3.0	137.0		0.0	0.0	1	3	0.0		76165.0	3.0		456128031	2335414193	3465363399	1208037050	2442946788	4051847250	1728948636	776897055			309420420	2809809494	455147333	1212833288	856464702	528467723	3088518074	2501034507				807750780	4029731183	809724924	3075991895
370	0	4.0	116.0	1.0	179.0		0.0	0.0	5	4	0.0		351419.0	1.0	3857972621	2010066535	2657700623	3651725911	3338408147	2442946788	3172313784	1128426537	776897055	2112471209	1716706404	309420420	4110171230	3192841527	4089183897	1289502458	3523761834	2716538129	2501034507	4273985635	2737978529	3370249814	391309800	1562496811	4284827650	2519208902
371	0	2.0		2.0			0.0	0.0	14	2	0.0		1.0	2.0	9098042	949343422	3757926088	1913430577	1294883626	1875733963	2095399921	59654189	776897055	1720663238	1016722136	599768566	1079812376		914396591			1915933207	328343971	2042483675	534414926	3276045114		2894594770	809724924	751740247
372	0	19.0	155.0	8.0			0.0	0.0	15	0	0.0			8.0	2912479346	2541438001	2255343410	4064690171	1716517188	1875733963	354835417	332754870	776897055	1658458595	344410230	309420420	1670852890	3192841527	3292436336	1289502458	3523761834	3088518074	3430579509	359448199	2533089687	357969245	3554636163	4104988319	809724924	3787349746
373	0	4.0	50.0	32.0	31.0		2.0	0.0	2	34	1.0		10.0	21.0	2318081603	662889386	2769463516	4064690171	1922971051	1875733963	3710557424	2673416551	776897055	823676477	4198992553	3825728855	3212366036		957351813			1653545869	2501034507	2149905503	109296751	4202613356		3798603971	809724924	3075991895
374	0	1.0	7.0	1.0	21.0		27.0	0.0	4	16	2.0		460.0	15.0	2471433491	371702989	1128853119	3870667502	3338408147	1875733963	1622607853	28880136	2760775405	892891682	950646756	1404055865	2809809494		3428435863			2716538129	164151852	387566658	4188133274	2582476735		1474373268	2568167914	3977271069
375	0	6.0	177.0	9.0			0.0	0.0	105	20	0.0		3562.0	20.0	3900155056	1067799750	638128183	2260519072	978793326	1875733963	1716126854	3966805380	776897055	823676477	4198992553	309420420	3766272845		498434367			3088518074	2501034507	3739376155	109296751	551042782		3070053210	809724924	3075991895
376	0	16.0	145.0			2.0	0.0	0.0	0	3	0.0	1.0	4232.0		2912479346	3817529513	2362576497	4064690171	3338408147	1875733963	1176559006	3224853267	776897055	1658458595	344410230	78631749	4110171230	3192841527	2932011766	1289502458	3523761834	3088518074	3430579509	359448199	2533089687	357969245	3554636163	3673419310	809724924	4221093101
377	0	13.0		1.0	1.0	13.0	8.0	0.0	23	0	1.0	1.0	60.0	1.0	2912479346	1035683902	1148262393	2977843091	3338408147	1875733963	2662945024	1422750306	776897055	1658458595	344410230	1509350354	2809809494	3192841527	2789010895	1289502458	3523761834	3088518074	3430579509	359448199	2533089687	357969245	3554636163	1532201561	809724924	3787349746
378	0		354.0		299.0	2.0	0.0	0.0	3	5	0.0	1.0	4985.0		2022333787	2249362181	4209078796	4064690171	2973593687	1875733963	646806349	622755139	502653268	384571094	4198992553	3447025592	3212366036		1902426041			1915933207	2501034507	4014107974	109296751	1854319651		1126820848	809724924	751740247
379	0		532.0		0.0	1.0	26.0	0.0	-1	0	2.0	1.0	145.0		2912479346	1108003845	4289811418	1743571057	3099925175	1875733963	1261527584	3759386467	776897055	1658458595	344410230	4004023328	2809809494	3192841527	3921236593	1289502458	3523761834	1653545869	3430579509	359448199	2533089687	357969245	3554636163	4083538726	809724924	3787349746
380	0	38.0	4.0	42.0	52.0		0.0	0.0	1	35	0.0		1834.0	42.0	1704806318	3769766669	1255538720	4064690171	1311841276	1875733963	463529640	3784346509	3797568529	3523161498	3732107830	1849206664	2809809494	3192841527	2684050269	1289502458	1966974451	1653545869	2501034507	1814562105	79189675	3874275669	2894518297	980676718	809724924	751740247
381	0	4.0	518.0	7.0		1.0	0.0	0.0	14	13	0.0	1.0	9263.0	7.0	2283342220	2744631	4108612787	1743571057	3338408147	1875733963	2034313842	870136269	776897055	2928496342	3516651199	412491340	4110171230		53859178			2716538129	277481113	2651856918	2956640913	2045202933		869008678	4284827650	697823112
382	0	3.0	356.0	1.0		2.0	0.0	0.0	3	1	0.0	2.0	13168.0	1.0	2741932959	1888236622	3970218437	930694117	320206454	1875733963	1747034160	3073092418	2760775405	666406966	4275293515	3158036066	2809809494		4209768746			3088518074	328343971	1706610026	1272841982	476688414		1891955820	3579284052	850939850
383	0	7.0	154.0	6.0	33.0	1.0	0.0	0.0	601	16	0.0	1.0	6325.0	11.0	2627533679	463873095	2180128333	2965759304	2313016100	1875733963	1045250959	1962746299	2096006227	2381621006	2649869763	3837010911	2809809494	3192841527	2898570971	1289502458	3523761834	3652007447	2501034507	2910678990	2800350784	4042962364	3011816171	553020397	4284827650	3075991895
384	0	5.0	1.0	10.0	10.0		8.0	0.0	154	5	1.0		17.0	10.0	4105896803	2913841851	215619501	4064690171	2595777890	1875733963	571436259	706575552	1425822847	2982730305	3157054599	309420420	2809809494		262301717			3088518074	2501034507	3953278593	2458943469	70481747		1175454042	863732138	751740247
385	0	10.0	1.0	10.0	10.0		1.0	0.0	50	0	1.0		64.0	10.0	2912479346	2515302804	1540681831	4064690171	911114961	1875733963	381720881	1203310543	776897055	1658458595	344410230	3575645718	3212366036	3192841527	2233922674	1289502458	3523761834	2716538129	3430579509	359448199	2533089687	357969245	3554636163	514522845	4284827650	3787349746
386	0	8.0	88.0	8.0	16.0		2.0	0.0	303	18	1.0		198.0	8.0	2371676461	3210045743	824332832	1873736454	2588889343	1875733963	247637476	679512323	502653268	1457394690	2111938120	4207072035	3212366036	3192841527	3082372399	1289502458	3523761834	3088518074	2501034507	3327575389	2787010840	721630633	3619814411	250667135	4284827650	751740247
387	0	7.0	23.0	5.0	7.0	1.0	0.0	0.0	23	0	0.0	1.0	2770.0	5.0	2912479346	1376165523	2184414698	1696716320	1716517188	1875733963	1838230833	2522992422	776897055	1658458595	344410230	423303416	12976055	3192841527	333503801	1289502458	3523761834	2335723020	3430579509	359448199	2533089687	357969245	3554636163	387636951	4284827650	3787349746
388	0		352.0	16.0			0.0	0.0	0	26	0.0		2746.0	17.0	2022333787	258174945	895764227	4064690171	668098686	1875733963	1993777615	3445048764	2760775405	384571094	4198992553	309420420	3766272845		390657995			3088518074	169693503	4014107974	109296751	1854319651		866019274	809724924	3075991895
389	0	16.0		2.0			0.0	0.0	12	10	0.0			2.0	3160114471	2502346394	2341130044	2110078848	635913779	2442946788	559286088	59654189	635277210	3960173510	1821737625	309420420	1670852890		737922083			1915933207	169693503	2391713435	1371888840	3218928672		1097142602	840512973	2690731721
390	0	35.0	699.0	5.0	180.0	77.0	0.0	0.0	61	1	0.0	3.0	18704.0	5.0	2912479346	1137627747	2286568383	2965759304	2290415278	2442946788	1988397527	1743268684	776897055	1658458595	344410230	2355344977	2809809494	3192841527	125147111	1289502458	3523761834	2716538129	3430579509	359448199	2533089687	357969245	3554636163	445802278	4284827650	3787349746
391	0	16.0	346.0	6.0	84.0	4.0	1.0	0.0	0	40	1.0	2.0	656.0	20.0	642999999	3430776472	4266974461	946620910	1716517188	1875733963	3644184212	3563138140	635277210	3862796468	3375960943	4284760648	3567170015		2509894634			3088518074	2501034507	1199873621	1941173357	3650402912		294159788	840512973	3075991895
392	0	234.0		43.0	118.0		52.0	0.0	2	47	2.0		80.0	44.0	2429388462	938436768	464916208	209030651	3338408147	1875733963	2256019532	833298520	776897055	2161115568	950646756	2953709255	2809809494	3192841527	869697437	1289502458	3523761834	1653545869	2501034507	742310286	618888848	3707699347	1358036271	354636669	2568167914	3977271069
393	0	33.0	118.0	14.0		6.0	0.0	0.0	121	0	0.0	5.0	11365.0	21.0	2912479346	3467021523	1098801411	1927912429	3383156541	1875733963	1177052191	3224853267	776897055	1658458595	344410230	1298294455	2809809494	3192841527	4257866757	1289502458	3523761834	3088518074	3430579509	359448199	2533089687	357969245	3554636163	2093085390	809724924	3787349746
394	0	24.0	311.0			2.0			6	1		2.0	14263.0		3857972621	2695561126	1540681831	4064690171	808513298	1875733963	381720881	1128426537	776897055	2112471209	1716706404	2968321898	3212366036	3192841527	4089183897	1289502458	3523761834	1915933207	2501034507	4273985635	2737978529	3370249814	391309800	514522845	809724924	3075991895
395	1	2.0		4.0	1.0		4.0	0.0	22	4	1.0		0.0	1.0	1583159303	187541827	27313671	3082945777	3338408147	1875733963	2818232905	59654189	635277210	4130954953	3047025643	3667647245	2809809494		2903064113			1009945765	2501034507	3238563870	1592085421	1958127011		384218263	188483280	3075991895
396	0	30.0	2059.0	8.0			0.0	0.0	240	6	0.0		185025.0	12.0	2912479346	4213085658	3845900377	4064690171	3338408147	2442946788	3240850155	1065641194	2096006227	1658458595	344410230	1432120859	2809809494	3192841527	3279262221	1289502458	3523761834	2716538129	3430579509	359448199	2533089687	357969245	3554636163	3852295660	2568167914	3787349746
397	0	1.0	1489.0		41.0	287.0	0.0	0.0	1	4	0.0	19.0	6272.0		2222188031	3355028311	2060866078	946620910	2290415278	1875733963	1070712193	2728248314	776897055	670004041	4198992553	1148608456	649792258		2493323965			3656866047	2501034507	3736089475	2204627175	3972421138		3220436293	2568167914	751740247
398	0	6.0	89.0		150.0	10.0		0.0	2	0		2.0	17287.0		407671125	2459714682	2494186392	3025192203	1680193583	2442946788	3644184212	2404717433	776897055	50173687	4091076755	2789532264	649792258	589835157	4003983379	622131485	528467723	3078037073	2501034507	3980342042	2668652609	2254828179	4071969186	1668037639	2568167914	791893372
399	0	7.0	5336.0	6.0	1930.0	106.0	0.0	0.0	9	24	0.0	27.0	459.0	6.0	2912479346	1035683902	3971962636	1743571057	2462599508	1875733963	923299784	1422750306	2096006227	1658458595	344410230	1558565562	649792258	3192841527	2789010895	1289502458	3523761834	1653545869	3430579509	359448199	2533089687	357969245	3554636163	779749816	4284827650	3787349746
400	0		536.0		0.0	324.0	58.0	0.0	-1	25	1.0	10.0	432.0		2445527264	1673472427	1940284042	1743571057	2981041836	1875733963	4113049899	2878785202	2096006227	801576834	3375960943	759172503	649792258		654068965			3088518074	2501034507	3301436163	1707799000	2304563414		2849312660	809724924	3075991895
401	0		65.0		8.0	1.0		0.0	1	0		1.0	3000.0		329424077	1155891925	3197144314	1415989202	2011367978	1875733963	3900689834	59654189	2096006227	2381595559	2917753466	3466851827	12976055		2656881529			3088518074	2501034507	2714878793	3030530476	129121630		1978507344	2568167914	3075991895
402	0	38.0	260.0	17.0	29.0	24.0	0.0	0.0	8	5	0.0	9.0	2419.0	17.0	2912479346	2890683793	3848863453	4064690171	3881109069	1875733963	745590865	1945754316	1425822847	1658458595	344410230	2402847458	649792258	3192841527	3345943946	1289502458	3523761834	2716538129	3430579509	359448199	2533089687	357969245	3554636163	2835529703	863732138	3787349746
403	0	2.0	264.0				0.0	0.0	45	0	0.0		12974.0		2912479346	3467021523	3163282961	1743571057	2102075608	1875733963	1195443481	3224853267	776897055	1658458595	344410230	3801014221	2809809494	3192841527	4257866757	1289502458	3523761834	3088518074	3430579509	359448199	2533089687	357969245	3554636163	319639625	809724924	3787349746
404	0	2.0	1041.0				0.0	4.0	43	8	0.0		1509.0		1349093354	1090377891	2622209081	4064690171	1502461197	1875733963	3570490280	1870190011	776897055	4029598463	4029252336	3116273299	649792258		3321458510			3088518074	2501034507	2989637635	2984648579	4251549033		3706249560	809724924	3075991895
405	0		284.0	0.0	407.0	2.0	0.0	0.0	32	18	0.0	1.0	31878.0	5.0	2318081603	662889386	4188384500	1743571057	1922971051	1875733963	3044598455	2673416551	2096006227	823676477	4198992553	1391752587	2809809494		957351813			2716538129	2501034507	2149905503	109296751	4202613356		1376324947	809724924	3075991895
406	0	26.0	735.0	18.0	202.0	27.0	0.0	0.0	7	18	0.0	6.0	7169.0	18.0	2912479346	1035683902	39716945	938206765	2639168530	1875733963	1965077073	1422750306	2096006227	1658458595	344410230	1653551211	4110171230	3192841527	2789010895	1289502458	3523761834	3088518074	3430579509	359448199	2533089687	357969245	3554636163	118897070	2568167914	3787349746
407	0	1.0	995.0		4347.0	2.0	0.0	0.0	0	3	0.0	2.0	12359.0		2256573018	1977837785	891355399	946620910	1823021519	1875733963	1082651591	3060875967	776897055	2259698053	609413632	2624684141	3212366036		1918275093			3088518074	2501034507	2980710324	3395996200	487913565		226936427	4284827650	3977271069
408	0	45.0	139.0	7.0		7.0	0.0	0.0	1	1	0.0	4.0	5663.0	9.0	2912479346	3467021523	1098801411	946620910	1843022772	1875733963	1177052191	3224853267	2760775405	1658458595	344410230	3086293955	2809809494	3192841527	4257866757	1289502458	3523761834	1653545869	3430579509	359448199	2533089687	357969245	3554636163	2093085390	809724924	3787349746
409	0	112.0	3666.0	64.0			0.0	0.0	8	3	0.0		130968.0	76.0	2912479346	1035683902	137369628	4174702128	3338408147	2442946788	764908089	1422750306	776897055	1658458595	344410230	1843300488	3567170015	3192841527	2789010895	1289502458	3523761834	1653545869	3430579509	359448199	2533089687	357969245	3554636163	3655341317	809724924	3787349746
410	0		453.0				0.0	0.0	-1	1	0.0		165756.0		642999999	617278543	21000175	1065741486	2824663473	2442946788	491972777	2878785202	1425822847	3862796468	3375960943	1208752146	2809809494		4025824403			3088518074	277481113	1199873621	1941173357	3650402912		2671837872	863732138	732485511
411	0	1.0	118.0	1.0	62.0	4.0	0.0	0.0	98	4	0.0	2.0	7076.0	1.0	2718652966	3608426779	4075713060	2965759304	4028354777	1875733963	1870800166	59654189	502653268	4106280746	4153329401	309420420	1079812376		1066947233			1915933207	1427708937	701424174	1428777018	1548237346		256067860	809724924	751740247
412	0	1.0	1005.0	8.0	108.0	7.0	0.0	0.0	4	2	0.0	3.0	1791.0	8.0	208693971	2273576846	2007076574	3337888341	864671360	1875733963	1249741023	3579225321	3797568529	906509223	4174603419	2663821968	2809809494		613571166			3088518074	2501034507	2474482733	3022262691	4293844703		3427695864	3452117374	2690731721
413	0	8.0	87.0	7.0	8.0		1.0	0.0	106	7	1.0		25.0	7.0	2601853907	943937510	3216856582	3099873189	320206454	1875733963	2432397883	1074812670	2096006227	1596160090	4159681576	851772031	12976055		1987408711			2716538129	2501034507	1038970869	1350324530	885111133		205268323	809724924	3977271069
414	0	58.0	639.0	3.0	654.0	2.0	0.0	0.0	23	0	0.0	1.0	22137.0	7.0	2912479346	1108003845	3114445812	1873736454	1127339400	1875733963	420513701	3759386467	776897055	1658458595	344410230	1423038439	3212366036	3192841527	3921236593	1289502458	3523761834	3065808581	3430579509	359448199	2533089687	357969245	3554636163	3618899399	809724924	3787349746
415	0	42.0		16.0			0.0	0.0	0	5	0.0		1330.0	16.0	2912479346	3467021523	4053661481	2599190491	3411425510	1875733963	3067822862	3224853267	2096006227	1658458595	344410230	309420420	3766272845	3192841527	4257866757	1289502458	3523761834	3088518074	3430579509	359448199	2533089687	357969245	3554636163	1575636030	2568167914	3787349746
416	0	7.0	140.0	5.0	153.0		0.0	0.0	10	30	0.0		1837.0	5.0	2912479346	1108003845	4282816397	2159486475	3450980325	1875733963	298583485	3759386467	2096006227	1658458595	344410230	12808934	12976055	3192841527	3921236593	1289502458	3523761834	3088518074	3430579509	359448199	2533089687	357969245	3554636163	2746623515	809724924	3787349746
417	0	10.0	66.0	0.0			0.0	0.0	0	25	0.0		1720.0	33.0	561887508	2795198747	1724283649	1743571057	1716517188	1875733963	3921863239	3630838250	2760775405	1213632862	4198992553	420164190	1079812376		620794587			2716538129	2501034507	4203296443	3511171217	1445048027		1280713720	809724924	751740247
418	0		424.0		149.0	1.0	0.0	0.0	55	0	0.0	1.0	15300.0			1816528496	3416376474	946620910	3338408147	1875733963	176205461	548015521	635277210			2721639919	12976055		62285503			1653545869	2501034507					308491647	840512973	3075991895
419	0	6.0	150.0	5.0	13.0		4.0	0.0	5	12	1.0		168.0	5.0	2912479346	1035683902	1540681831	3066048039	1922971051	1875733963	381720881	1422750306	776897055	1658458595	344410230	2779408954	2809809494	3192841527	2789010895	1289502458	3523761834	3088518074	3430579509	359448199	2533089687	357969245	3554636163	514522845	4284827650	3787349746
420	0	31.0	3901.0	4.0	0.0	28.0	6.0	0.0	1	15	2.0	17.0	1.0	0.0	2912479346	1035683902	3945201458	1927912429	3881109069	1875733963	1583486686	1422750306	3797568529	1658458595	344410230	585933591	649792258	3192841527	2789010895	1289502458	3523761834	3088518074	3430579509	359448199	2533089687	357969245	3554636163	2460084307	2568167914	3787349746
